FacilityType,Risk_Clean,Zip_Clean,Month,InspectionType_Clean,Result_Clean
2,3,25,8,2,4
1,1,26,8,1,1
1,1,25,8,2,6
2,2,45,8,6,1
2,2,36,8,8,1
2,3,33,8,2,1
2,3,22,8,2,1
1,3,57,8,5,0
2,2,2,8,5,1
2,3,31,8,4,1
2,3,28,8,2,2
2,3,24,8,2,0
2,3,30,8,2,1
2,3,22,8,1,1
2,3,7,8,2,1
9,3,49,8,4,0
2,3,10,8,4,1
1,2,6,8,1,1
2,2,13,8,2,2
2,3,35,8,2,2
0,1,4,8,2,4
1,3,25,8,2,1
2,2,60,8,6,1
2,3,20,8,4,1
2,3,16,8,2,0
2,3,22,8,2,1
2,3,50,8,2,0
2,3,28,8,2,6
2,3,24,8,2,2
2,3,34,8,8,1
2,3,35,8,8,1
2,3,20,8,2,1
2,3,53,8,6,1
2,3,30,8,4,0
2,2,13,8,2,1
1,3,29,8,11,1
2,3,26,8,4,1
2,3,12,8,2,1
2,3,12,8,2,4
2,3,16,8,2,2
1,2,24,8,3,1
2,3,25,8,2,4
2,3,47,8,2,6
1,1,24,8,4,1
2,3,8,8,2,1
2,3,19,8,2,1
2,3,7,8,2,1
2,3,10,8,2,0
2,3,10,8,2,4
2,3,19,8,5,2
9,3,28,8,2,1
1,1,47,8,3,1
269,3,45,8,3,1
2,3,10,8,5,6
2,2,57,8,1,0
2,2,26,8,2,1
2,3,37,8,1,1
1,3,22,8,5,1
2,2,16,8,1,1
1,3,14,8,6,1
2,2,30,8,2,1
2,3,24,8,1,1
2,3,41,8,1,1
2,3,41,8,5,0
9,2,13,8,2,1
2,3,10,8,2,1
1,2,37,8,2,4
2,2,24,8,2,1
2,3,4,8,1,1
4,3,25,8,2,1
137,3,56,8,2,1
2,3,16,8,2,2
2,3,28,8,2,0
0,1,56,8,2,4
2,3,28,8,1,0
31,3,6,8,1,0
2,2,19,8,4,1
2,2,8,8,2,1
4,3,36,8,2,1
2,3,7,8,2,4
2,3,28,8,1,0
2,3,26,8,2,1
0,1,4,8,2,4
2,2,4,8,2,4
2,2,16,8,2,2
2,3,50,8,2,0
2,3,24,8,2,2
2,3,7,8,1,1
2,3,4,8,2,4
1,1,20,8,1,1
2,3,10,8,2,2
1,3,37,8,3,1
2,3,52,8,3,1
2,3,41,8,8,1
5,3,6,8,1,1
4,3,51,8,2,1
2,3,53,8,1,1
2,3,3,8,2,2
1,3,4,8,4,1
2,3,22,8,2,4
2,3,22,8,2,4
2,3,10,8,2,4
2,3,12,8,2,1
1,2,24,8,2,1
2,3,19,8,4,1
1,3,37,8,6,1
2,3,7,8,4,1
2,3,13,8,2,1
9,2,26,8,2,1
2,3,24,8,4,1
2,3,22,8,2,4
2,3,9,8,2,1
2,3,56,8,2,1
2,2,53,8,6,2
2,3,13,8,2,1
2,2,40,8,6,0
2,2,31,8,1,1
2,3,8,8,2,0
2,3,16,8,4,1
6,3,51,8,1,2
2,3,13,8,2,1
2,2,45,8,2,1
2,2,30,8,1,1
5,3,11,8,1,1
2,3,41,8,5,1
2,3,7,8,2,1
2,3,41,8,5,1
2,3,53,8,1,0
27,3,22,8,2,1
2,2,56,8,21,1
2,2,21,8,3,1
2,3,16,8,2,1
2,3,41,8,5,1
2,3,49,8,5,2
2,3,10,8,2,0
4,3,4,8,4,1
2,3,32,8,2,6
2,3,28,8,2,2
1,1,29,8,1,0
4,3,11,8,2,1
0,1,28,8,2,4
1,2,24,8,4,1
2,2,26,8,1,1
2,3,20,8,8,1
2,3,22,8,2,1
2,3,32,8,2,1
4,3,51,8,2,2
1,1,24,8,2,0
2,3,30,8,5,0
2,3,16,8,2,2
1,1,7,8,2,4
1,2,24,8,1,0
2,3,37,8,8,1
28,1,7,8,1,1
2,3,28,8,2,0
2,3,8,8,8,1
1,2,40,8,5,2
1,1,40,8,8,6
2,3,3,8,4,1
2,3,56,8,4,1
137,3,28,8,2,1
2,2,16,8,1,0
7,3,26,8,1,1
2,3,8,8,2,1
2,3,21,8,2,0
1,1,24,8,2,1
2,3,50,8,5,1
1,3,8,8,6,2
1,2,6,8,2,1
1,2,16,8,2,2
4,3,5,8,2,2
2,3,24,8,2,2
1,1,51,8,2,1
5,3,42,8,1,0
2,3,9,8,5,1
1,2,7,8,2,1
2,2,27,8,2,2
2,2,28,8,4,1
2,3,40,8,3,1
2,3,19,8,6,2
4,3,22,8,2,1
2,3,4,8,2,4
2,3,20,8,2,6
2,2,6,8,1,0
2,3,13,8,2,1
2,3,10,8,2,4
2,3,28,8,2,2
2,3,24,8,2,4
1,1,24,8,2,1
2,3,50,8,6,1
2,3,21,8,4,1
2,2,16,8,2,1
2,3,29,8,5,1
2,3,1,8,5,0
2,3,26,8,1,1
2,3,16,8,5,1
2,3,19,8,4,1
2,2,37,8,8,1
2,3,10,8,2,6
2,1,57,8,1,0
2,3,9,8,4,0
2,2,53,8,3,1
2,3,26,8,2,4
2,3,7,8,2,0
2,3,8,8,2,1
2,3,10,8,4,1
2,3,24,8,1,1
2,3,35,8,5,2
2,2,37,8,2,1
27,3,22,8,2,0
2,3,27,8,5,0
1,3,9,8,5,6
1,1,47,8,5,0
2,3,30,8,4,0
2,3,10,8,4,1
2,3,55,8,11,2
2,3,46,8,2,1
2,3,41,8,2,0
2,3,19,8,5,0
2,3,13,8,2,1
2,3,42,8,6,2
2,3,16,8,4,1
2,2,6,8,2,0
2,3,24,8,2,1
2,3,51,8,5,0
4,3,52,8,2,1
2,3,4,8,2,6
9,2,24,8,2,6
2,3,56,8,2,2
2,3,14,8,8,1
1,2,45,8,2,4
2,3,7,8,2,2
2,3,26,8,2,1
2,3,24,8,5,0
2,3,8,8,2,1
2,3,10,8,4,1
1,1,42,8,2,0
2,3,16,8,2,1
2,3,10,8,2,6
9,3,49,8,2,0
2,3,27,8,2,1
2,3,4,8,2,1
2,2,45,8,4,1
2,3,28,8,2,0
4,3,20,8,2,0
2,2,55,8,1,0
2,2,6,8,6,2
30,3,52,8,1,0
2,3,10,8,1,1
2,3,14,8,3,1
2,2,9,8,2,6
4,3,52,8,2,0
1,1,23,8,4,1
1,3,8,8,5,0
2,3,9,8,2,6
2,3,27,8,2,1
1,2,51,8,2,1
2,3,10,8,2,4
1,1,26,8,1,1
2,3,13,8,2,1
1,1,55,8,5,1
1,1,26,8,1,1
2,3,50,8,2,0
2,3,10,8,1,1
1,2,38,8,4,1
1,2,26,8,3,1
291,3,16,8,2,0
1,1,9,8,2,2
2,3,8,8,2,2
2,3,24,8,1,1
1,3,4,8,2,1
2,3,28,8,2,1
1,1,26,8,2,4
2,3,10,8,4,1
2,2,30,8,2,4
2,3,7,8,2,2
1,2,6,8,2,0
2,2,14,8,1,1
4,3,5,8,2,0
1,2,45,8,2,2
2,3,10,8,4,1
2,2,40,8,5,1
2,3,41,8,2,4
2,3,41,8,4,1
2,2,20,8,21,1
2,2,4,8,4,1
2,3,20,8,2,4
2,3,24,8,2,4
2,3,8,8,2,1
2,3,24,8,2,4
1,1,24,8,2,1
2,2,20,8,1,1
2,3,54,8,1,1
2,3,7,8,2,1
2,2,46,8,2,2
2,3,53,8,1,0
2,3,30,8,2,2
2,3,50,8,8,1
2,3,26,8,2,1
2,3,16,8,2,1
0,1,6,8,2,4
1,1,37,8,2,4
7,3,14,8,1,1
1,2,36,8,2,4
2,3,28,8,5,0
0,1,6,8,2,4
2,2,6,8,2,4
2,3,34,8,2,1
2,3,40,8,5,0
2,3,41,8,5,2
2,1,4,8,3,1
2,3,32,8,2,1
2,3,1,8,6,0
2,2,45,8,2,1
2,3,30,8,2,1
2,2,7,8,2,1
2,3,12,8,5,1
2,2,35,8,5,0
2,3,50,8,2,1
2,3,20,8,2,0
1,2,45,8,2,4
0,1,21,8,2,4
2,3,3,8,5,2
2,3,22,8,2,2
4,3,36,8,2,1
0,1,21,8,2,4
2,2,14,8,1,1
2,3,16,8,2,0
2,2,34,8,1,6
2,3,22,8,2,6
4,3,35,8,5,0
2,3,23,8,5,0
2,3,16,8,2,1
2,3,24,8,2,1
2,3,41,8,8,1
2,3,41,8,19,1
2,3,21,8,2,0
2,3,26,8,2,2
0,1,21,8,2,4
2,3,12,8,2,1
2,3,56,8,2,0
2,3,33,8,2,1
2,2,9,8,2,1
1,1,37,8,1,1
1,2,45,8,2,2
2,3,30,8,2,2
0,3,16,8,2,4
2,2,6,8,1,0
4,3,16,8,1,1
1,2,40,8,4,0
2,3,22,8,2,1
2,3,53,8,5,1
2,3,28,8,2,2
2,3,2,8,5,1
2,3,31,8,5,1
2,3,16,8,2,4
1,1,45,8,2,1
2,3,13,8,2,4
1,1,9,8,2,4
2,2,16,8,2,2
4,3,52,8,2,2
1,3,37,8,1,0
27,3,33,8,2,1
2,2,4,8,8,1
2,2,26,8,2,1
2,3,7,8,2,1
6,3,6,8,1,1
1,1,9,8,2,1
2,3,13,8,5,1
2,3,21,8,2,1
2,3,40,8,3,0
0,1,40,8,2,4
1,3,58,8,5,1
1,2,45,8,2,1
2,3,24,8,6,1
27,3,20,8,4,1
2,3,16,8,2,4
2,3,16,8,2,4
2,3,16,8,2,4
2,3,16,8,2,4
2,3,16,8,4,1
1,1,24,8,2,1
2,3,40,8,5,2
2,3,24,8,2,2
2,3,35,8,2,1
2,3,37,8,5,0
2,2,21,8,1,0
2,3,27,8,2,1
2,3,16,8,4,1
1,3,22,8,6,1
2,3,10,8,2,0
2,3,25,8,5,1
2,3,16,8,2,1
2,3,33,8,2,0
2,2,36,8,5,1
2,2,53,8,2,1
2,3,19,8,2,4
1,3,22,8,2,1
1,3,35,8,8,1
0,1,21,8,2,4
2,3,10,8,8,1
2,3,52,8,2,4
2,3,23,8,2,4
1,3,25,8,5,1
2,3,33,8,6,1
2,3,10,8,2,6
2,2,36,8,5,2
2,3,12,8,2,1
186,3,16,8,2,1
2,3,22,8,2,1
2,3,19,8,1,1
1,3,21,8,5,2
2,2,14,8,1,6
1,1,5,8,2,0
2,3,52,8,1,0
2,3,16,8,4,1
0,1,4,8,2,4
2,2,43,8,1,1
1,3,10,8,11,0
2,3,22,8,2,1
2,2,16,8,3,1
1,1,36,8,5,6
1,2,40,8,2,2
2,3,30,8,1,1
2,3,33,8,2,1
2,2,43,8,2,4
2,3,30,8,1,1
2,2,16,8,2,1
2,2,4,8,3,1
2,3,60,8,2,1
2,3,23,8,1,1
2,3,26,8,2,4
2,3,10,8,4,1
2,2,53,8,1,0
123,3,52,8,4,1
0,1,21,8,2,4
4,3,22,8,2,1
2,2,16,8,5,1
1,1,53,8,1,0
2,3,34,8,5,0
2,3,8,8,2,1
2,3,19,8,2,2
2,3,10,8,2,2
2,3,10,8,5,6
2,3,52,8,4,2
2,3,8,8,4,1
1,1,7,8,3,1
1,1,53,8,2,0
2,3,35,8,5,0
2,3,11,8,2,0
2,3,22,8,2,6
2,3,4,8,5,1
6,3,53,8,9,1
2,3,1,8,8,1
2,3,9,8,5,1
2,3,8,8,2,1
0,1,35,8,2,4
2,3,24,8,2,2
2,3,41,8,4,1
27,3,12,8,2,1
0,3,35,8,2,4
0,1,21,8,2,4
2,3,22,8,2,1
2,3,52,8,4,1
2,3,16,8,4,1
2,3,3,8,2,1
2,3,26,8,2,0
2,3,23,8,5,1
2,3,7,8,5,0
0,1,4,8,2,4
2,3,41,8,4,1
2,3,18,8,5,0
2,3,5,8,5,1
2,2,1,8,8,1
1,3,14,8,6,1
2,3,4,8,2,6
2,2,39,8,1,2
2,2,20,8,2,4
2,2,6,8,1,6
2,2,20,8,2,4
2,3,3,8,2,1
2,2,42,8,6,0
2,3,4,8,2,6
2,3,20,8,2,0
0,1,21,8,2,4
2,3,18,8,2,1
2,3,16,8,5,0
7,3,60,8,1,1
2,3,16,8,2,4
13,1,16,8,5,1
1,1,36,8,2,0
0,1,21,8,2,4
2,3,53,8,2,0
6,3,6,8,1,1
1,1,4,8,3,1
2,3,16,8,2,1
2,3,18,8,2,6
1,3,26,8,2,1
2,2,17,8,2,4
0,3,18,8,2,4
2,3,30,8,2,0
2,3,33,8,2,1
2,3,24,8,2,1
2,3,4,8,2,6
0,3,18,8,2,4
2,2,20,8,2,4
2,3,35,8,2,1
2,3,18,8,2,4
2,3,10,8,2,0
2,2,6,8,6,0
2,3,60,8,1,0
1,3,4,8,2,0
1,1,35,8,1,1
2,3,22,8,2,4
2,2,27,8,5,1
2,2,23,8,5,1
5,3,60,8,1,1
2,3,8,8,2,1
1,1,35,8,1,1
6,3,6,8,3,1
2,3,3,8,2,1
2,3,37,8,1,6
2,2,33,8,2,1
2,3,9,8,2,6
2,2,16,8,2,1
2,3,52,8,2,1
2,2,19,8,2,0
2,3,45,8,2,4
2,3,14,8,1,0
2,3,36,8,1,1
2,3,45,8,2,4
3,3,53,8,2,1
2,3,18,8,2,1
6,3,6,8,1,1
2,3,36,8,1,1
1,1,6,8,3,1
2,3,4,8,2,2
1,2,24,8,2,0
1,1,22,8,2,4
1,2,40,8,3,1
1,2,53,8,1,1
2,3,19,8,4,1
2,3,36,8,2,4
2,3,17,8,1,1
2,3,14,8,2,4
2,3,3,8,4,1
2,3,12,8,5,2
2,3,11,8,2,2
2,2,28,8,2,0
1,1,37,8,2,2
2,3,35,8,3,1
2,3,21,8,4,2
2,3,50,8,3,1
1,1,37,8,1,0
9,3,26,8,3,1
2,3,24,8,4,1
0,1,4,8,2,4
1,3,16,8,2,1
2,3,35,8,3,1
2,2,53,8,8,1
1,1,4,8,2,4
2,3,8,8,2,1
1,1,24,8,2,1
2,3,36,8,5,1
2,3,9,8,5,6
2,2,19,8,8,1
1,2,36,8,2,1
6,3,53,8,1,1
2,3,54,8,6,1
2,3,3,8,2,1
2,2,56,8,1,1
2,3,53,8,2,1
1,1,4,8,1,0
5,3,6,8,3,1
2,3,20,8,5,0
2,3,9,8,2,1
2,3,7,8,2,2
2,3,16,8,2,4
0,3,16,8,2,4
2,3,16,8,2,4
2,2,16,8,2,4
8,3,16,8,2,4
2,3,16,8,2,4
320,3,16,8,2,4
39,2,31,8,5,0
2,2,34,8,6,1
2,3,11,8,2,0
1,2,26,8,1,0
2,3,11,8,2,6
2,3,24,8,2,1
2,3,11,8,2,6
2,2,6,8,1,1
2,3,41,8,5,0
1,2,26,8,2,4
2,2,24,8,3,1
1,3,21,8,2,2
2,3,20,8,2,6
4,3,4,8,2,0
2,3,20,8,2,4
2,3,52,8,2,1
2,3,7,8,2,1
6,3,23,8,1,1
2,3,7,8,2,4
2,3,26,8,4,1
0,1,23,8,2,4
2,3,41,8,2,0
2,3,52,8,2,1
2,3,20,8,1,1
2,3,11,8,2,1
21,1,22,8,3,1
2,3,20,8,2,4
6,3,21,8,3,1
2,3,24,8,1,1
15,3,41,8,2,2
2,3,41,8,4,1
1,1,7,8,1,0
1,1,7,8,2,4
2,3,9,8,2,1
2,3,20,8,2,1
4,3,31,8,4,1
2,3,20,8,2,4
9,2,4,8,2,1
0,3,45,8,2,4
2,3,37,8,6,0
2,3,30,8,4,1
2,3,50,8,2,4
2,3,54,8,1,1
2,3,21,8,2,1
21,1,22,8,1,0
2,3,41,8,2,4
2,3,16,8,4,1
2,3,50,8,2,4
2,3,24,8,2,1
2,3,54,8,2,4
2,3,30,8,2,1
2,3,57,8,2,4
37,3,35,8,2,1
2,3,7,8,2,1
2,3,18,8,6,1
2,3,20,8,2,2
0,1,35,8,2,4
2,3,10,8,2,0
50,3,1,8,2,1
2,3,14,8,5,0
1,1,40,8,5,0
2,3,27,8,2,1
2,3,13,8,2,1
2,3,24,8,2,1
2,3,41,8,1,1
2,3,50,8,4,1
2,3,53,8,2,2
2,2,45,8,2,0
1,2,37,8,6,6
2,3,28,8,4,1
2,3,54,8,1,1
2,3,16,8,2,1
2,2,16,8,1,0
9,3,52,8,2,1
2,3,25,8,2,1
2,3,16,8,2,4
1,1,20,8,2,1
2,3,24,8,2,6
2,3,29,8,2,1
2,3,10,8,1,1
2,3,24,8,2,6
0,1,20,8,2,4
2,2,20,8,2,4
2,3,7,8,2,1
2,2,53,8,5,0
2,3,8,8,5,2
2,2,18,8,5,1
2,3,21,8,4,1
1,2,14,8,5,2
2,3,11,8,2,1
2,3,11,8,2,6
2,3,16,8,1,1
2,2,28,8,2,2
2,3,5,8,2,1
2,3,24,8,4,1
2,3,57,8,2,4
2,3,13,8,2,1
2,3,16,8,2,0
2,3,8,8,2,2
2,3,53,8,2,1
2,3,18,8,5,4
2,3,19,8,2,4
2,3,19,8,2,4
2,3,10,8,1,0
1,1,23,8,2,0
2,3,10,8,1,0
2,3,20,8,2,4
2,3,53,8,6,6
2,3,45,8,2,2
2,3,21,8,2,4
276,3,20,8,2,4
2,3,18,8,2,4
4,3,50,8,2,1
1,1,14,8,1,0
2,3,10,8,2,0
2,3,16,8,1,1
27,3,52,8,2,1
2,3,56,8,2,1
2,3,21,8,2,4
2,3,7,8,2,1
2,3,20,8,1,1
2,3,13,8,4,1
2,3,18,8,6,1
2,2,33,8,5,1
2,3,16,8,2,1
21,1,45,8,1,6
2,3,53,8,5,1
2,2,8,8,2,1
2,3,24,8,2,0
2,2,57,8,2,4
2,3,28,8,1,1
11,3,11,8,1,1
2,3,20,8,1,1
2,3,18,8,1,1
2,3,21,8,3,1
2,2,39,8,6,1
9,2,25,8,2,1
2,3,57,8,1,2
1,1,24,8,2,1
2,3,4,8,2,6
2,3,41,8,3,1
1,1,36,8,8,1
2,2,4,8,2,0
2,3,3,8,2,1
2,3,27,8,2,4
2,3,12,8,3,1
2,3,20,8,2,1
2,2,14,8,1,0
2,2,12,8,2,4
2,3,27,8,1,1
2,3,50,8,2,1
2,3,18,8,6,0
1,2,52,8,5,1
2,3,27,8,2,6
2,3,24,8,5,2
2,3,27,8,2,6
2,3,27,8,2,6
2,3,9,8,2,1
1,2,51,8,2,4
1,2,45,8,6,1
80,3,17,8,3,1
1,1,24,8,2,1
2,3,16,8,2,1
1,2,37,8,1,0
2,2,13,8,2,1
2,3,21,8,5,0
2,2,20,8,4,1
2,3,7,8,2,1
2,3,8,8,2,1
2,3,19,8,2,4
2,3,10,8,2,1
2,3,7,8,2,1
2,3,30,8,2,4
2,2,42,8,8,2
2,3,16,8,2,2
2,3,7,8,2,4
2,3,13,8,4,1
2,2,33,8,2,1
1,2,24,8,2,1
2,3,10,8,2,0
27,3,52,8,2,1
1,2,41,8,5,0
2,3,22,8,4,1
2,3,24,8,6,1
2,3,16,8,2,1
2,2,45,8,2,2
2,3,47,8,2,1
1,1,2,8,1,1
2,3,27,8,2,1
2,3,9,8,5,1
268,3,22,8,2,1
2,3,41,8,5,0
2,3,16,8,8,1
2,2,16,8,2,4
2,3,22,8,2,6
27,3,20,8,2,0
5,3,23,8,2,1
2,3,50,8,4,1
2,3,52,8,2,1
2,3,41,8,5,0
1,2,18,8,5,0
2,3,55,8,4,2
2,3,13,8,2,1
2,3,50,8,4,1
2,3,30,8,2,1
2,3,13,8,2,1
2,3,21,8,1,1
2,3,13,8,2,4
2,3,7,8,4,1
2,2,24,8,1,0
1,1,45,8,3,1
2,3,10,8,2,1
2,3,52,8,2,6
2,3,30,8,2,1
27,3,16,8,2,1
1,1,51,8,5,2
2,3,22,8,2,1
2,3,21,8,2,1
0,3,22,8,2,4
2,3,29,8,2,4
2,2,22,8,2,4
9,3,55,8,5,1
2,3,10,8,2,0
2,3,56,7,4,1
2,3,41,8,2,0
27,3,16,8,2,1
1,3,50,8,6,2
2,3,41,8,2,1
111,3,27,8,11,1
2,2,9,8,1,1
2,3,47,8,2,6
2,3,51,8,2,4
2,3,5,7,4,1
2,3,20,8,2,1
2,3,7,8,5,2
1,2,39,8,8,1
2,3,29,8,2,1
2,3,41,8,2,1
2,3,24,8,4,1
2,2,21,8,6,1
2,3,47,8,2,1
2,2,10,8,8,1
27,3,22,8,2,1
2,3,51,8,2,4
2,3,51,8,3,1
1,2,40,8,2,0
2,3,16,8,2,1
2,3,12,8,2,1
2,3,40,8,6,0
2,3,53,8,6,1
2,3,33,8,2,1
2,3,25,8,2,1
2,2,50,8,4,1
2,3,33,8,2,4
2,3,19,8,2,1
2,3,8,8,1,1
2,3,29,8,4,1
2,3,21,8,4,1
2,2,34,8,4,1
2,3,26,8,2,1
2,3,16,8,2,0
13,1,48,8,2,1
2,3,22,8,2,1
2,3,41,8,2,1
123,3,52,8,2,0
0,1,26,8,2,4
2,2,4,8,2,1
2,3,12,8,2,1
2,3,50,8,6,2
2,3,55,8,2,1
2,3,13,8,2,1
2,3,10,8,2,6
2,3,28,8,4,1
2,3,16,8,2,0
1,1,36,8,3,1
0,1,46,8,2,4
1,2,40,8,4,1
2,3,22,8,2,1
1,1,6,8,2,1
2,3,28,8,4,1
2,3,10,8,8,1
2,3,8,8,2,2
1,2,40,8,4,1
2,3,33,8,6,1
2,3,24,8,2,1
2,3,16,8,4,1
2,3,55,8,2,1
2,3,16,8,2,4
2,3,28,8,4,1
2,3,46,8,6,1
2,3,12,8,5,1
2,3,10,8,4,1
188,3,16,8,2,4
1,2,53,8,1,0
3,3,16,8,1,1
2,3,22,8,2,1
17,1,28,8,3,1
2,3,8,8,2,1
2,3,9,7,5,6
1,1,1,8,2,0
2,3,4,8,2,1
2,3,41,8,2,0
2,3,33,8,2,1
2,3,46,8,4,1
2,3,55,8,2,1
2,3,8,8,2,4
2,3,4,8,2,6
0,1,8,8,2,4
1,2,40,8,6,1
2,2,10,7,1,0
1,1,7,8,2,1
2,3,22,8,2,1
1,2,23,8,5,1
2,3,8,8,2,1
1,1,6,8,2,2
2,3,16,8,2,4
2,3,12,8,1,0
1,3,24,8,2,1
2,3,28,8,4,2
2,2,28,8,8,1
1,2,40,8,1,0
1,2,16,8,2,1
2,3,35,8,3,0
2,3,8,8,1,1
1,3,47,8,2,1
1,3,41,8,8,1
1,1,35,8,3,1
1,2,40,8,2,4
2,3,53,8,4,1
1,1,7,8,6,1
2,3,13,8,2,1
1,3,55,8,2,1
2,3,10,8,8,1
1,1,22,8,1,1
2,3,46,8,2,1
1,1,22,8,4,1
2,3,12,8,2,1
2,3,16,8,2,0
0,3,45,8,2,4
2,3,12,8,4,1
2,3,33,8,5,1
2,3,45,8,2,4
2,3,50,8,5,0
2,2,23,8,2,4
2,3,24,8,2,6
2,3,46,8,2,4
2,3,22,8,2,2
2,3,10,8,2,0
2,3,46,8,2,4
2,2,25,8,2,4
2,3,7,8,2,1
2,3,52,8,2,0
2,3,16,8,4,1
2,3,16,8,2,1
2,2,15,8,2,1
7,3,12,8,3,1
2,3,23,8,1,1
2,2,43,8,5,1
2,3,41,8,2,1
2,3,8,8,2,0
1,3,51,8,2,4
2,3,26,8,2,1
2,3,21,8,5,2
1,2,8,8,1,1
2,2,16,8,2,1
2,3,19,8,2,0
2,3,41,8,2,0
2,3,33,8,5,1
2,1,4,8,2,2
2,3,52,8,2,1
88,3,46,8,2,1
2,3,25,8,2,1
2,3,46,8,2,4
2,2,15,8,2,1
2,3,52,8,2,0
2,3,24,8,2,2
2,3,45,8,2,4
2,3,22,8,2,1
2,3,10,8,6,0
2,3,16,8,6,1
2,2,45,8,2,1
2,3,56,8,2,1
2,3,7,8,2,1
2,3,33,8,5,1
2,3,21,8,2,4
2,3,19,8,2,4
2,3,22,8,2,4
2,3,7,8,2,6
2,3,19,8,2,4
2,3,22,8,2,4
2,3,26,8,4,1
2,3,19,8,2,4
2,3,16,8,2,0
0,1,22,8,2,4
2,3,4,8,2,2
2,2,15,8,4,1
2,3,19,8,2,4
2,3,51,8,1,0
2,3,39,8,2,4
2,3,21,8,1,0
2,3,19,8,2,4
2,3,22,8,2,1
2,3,22,8,2,4
2,3,20,8,2,4
2,3,8,8,2,2
2,3,20,8,2,4
1,1,40,8,6,1
2,3,20,8,2,4
2,3,20,8,2,4
2,3,20,8,2,4
2,3,20,8,2,4
2,2,16,8,1,1
2,3,20,8,2,4
0,3,45,8,2,4
1,1,47,8,1,0
7,3,12,8,1,0
0,3,20,8,2,4
2,3,20,8,2,4
2,3,24,8,4,1
2,3,33,8,5,1
2,2,39,8,1,0
0,3,20,8,2,4
2,3,20,8,2,4
7,3,14,8,1,0
2,3,22,8,1,1
2,3,20,8,2,4
1,3,20,8,2,4
2,3,50,8,1,0
1,2,8,8,2,1
2,3,22,8,1,1
6,3,40,8,1,1
2,3,26,8,2,1
2,3,16,8,2,1
2,3,7,8,2,1
2,3,50,8,1,0
2,3,21,8,2,0
4,3,31,8,2,0
2,3,22,8,1,1
2,2,10,8,8,2
2,3,25,8,5,1
2,3,24,8,4,1
7,3,5,8,1,1
1,3,4,8,2,2
1,1,40,8,3,1
2,3,3,8,2,0
2,3,36,8,19,1
2,3,23,8,2,4
37,3,27,8,2,4
1,1,23,8,2,1
0,1,23,8,2,4
2,3,8,8,5,1
9,2,21,8,2,1
2,3,10,8,2,4
3,3,21,8,4,1
2,3,18,8,3,1
2,3,26,8,2,0
0,FALSE,34,8,1,6
2,3,56,8,5,1
2,3,19,8,2,0
0,1,23,8,2,4
2,2,2,8,6,1
2,3,28,8,2,1
2,3,10,8,1,1
2,3,13,8,2,4
2,3,41,8,2,0
2,3,24,8,2,1
2,3,41,8,2,4
2,3,9,8,2,1
177,3,28,8,3,1
1,1,47,8,1,1
2,3,27,8,2,2
30,2,52,8,3,1
2,3,19,8,2,1
2,3,45,8,2,4
2,2,24,8,2,1
2,3,26,8,2,1
0,FALSE,34,8,1,6
2,3,47,8,2,4
2,3,27,8,2,4
2,3,9,8,2,6
0,1,19,8,2,4
2,2,27,8,2,1
2,3,47,8,2,4
2,3,4,8,2,4
2,3,13,8,1,1
2,3,4,8,2,4
2,3,4,8,2,4
2,3,19,8,4,1
2,3,24,8,2,1
2,3,33,8,2,4
2,3,13,8,2,4
2,3,20,8,2,2
11,3,40,8,3,1
2,3,41,8,5,0
2,3,21,8,1,0
2,3,34,8,8,1
2,3,21,8,2,0
2,3,24,8,2,1
2,3,9,8,5,4
7,3,26,8,5,1
2,3,45,8,2,4
2,3,41,8,2,4
2,3,37,8,2,4
6,3,51,8,1,0
2,2,60,8,1,0
2,3,37,8,2,4
1,3,37,8,2,4
2,2,60,8,2,4
2,3,27,8,4,1
0,3,37,8,2,4
1,1,40,8,1,0
9,3,9,8,2,1
2,3,19,8,2,0
2,3,11,8,4,1
2,3,24,8,2,1
2,3,24,8,2,0
2,3,30,8,2,0
2,3,28,8,2,2
2,3,34,8,1,0
1,2,45,8,6,1
2,3,35,8,2,1
2,3,22,8,2,6
7,3,26,8,1,1
2,3,4,8,2,1
1,3,19,8,2,4
2,3,16,8,2,0
2,3,8,8,4,1
2,3,9,8,2,1
2,2,6,8,2,1
17,1,28,8,1,0
2,3,28,8,8,1
2,3,20,8,2,4
2,3,22,8,2,1
2,3,22,8,2,6
2,3,38,8,3,1
1,1,23,8,2,4
2,3,22,8,2,4
2,3,11,8,2,2
2,3,28,7,5,0
2,3,13,8,2,1
2,2,6,8,2,1
2,3,30,8,8,1
2,2,20,8,4,2
2,3,50,8,2,0
0,2,50,8,2,4
2,3,10,8,7,2
2,3,26,8,8,1
2,3,28,8,2,1
2,2,39,8,6,0
2,3,9,8,2,1
27,3,33,8,2,1
2,3,24,8,2,0
2,3,13,8,4,1
2,3,16,8,2,2
0,1,31,8,23,4
2,3,21,8,1,1
2,3,20,8,2,4
2,3,28,8,4,2
2,2,10,8,2,4
2,2,6,8,5,1
2,2,45,8,2,2
0,1,38,8,2,4
2,3,8,8,5,1
0,1,47,8,2,4
1,3,24,8,2,1
2,3,13,8,4,1
0,1,47,8,2,4
2,3,11,8,2,2
0,1,22,8,2,4
2,3,50,8,6,2
1,1,47,8,1,1
6,3,21,8,1,0
2,3,19,8,2,2
2,3,53,8,2,2
2,3,33,8,4,1
2,3,30,8,6,2
2,3,28,8,4,2
2,3,28,8,4,1
